ID;NOM;TYPE;PROP_VEGE_HAUTE;ADRESSE;ARRONDISSEMENT;OUVERTURE;OUVERTURE_24H;OUVERTURE_CANICULE;HORAIRES_LUNDI;HORAIRES_MARDI;HORAIRES_MERCREDI;HORAIRES_JEUDI;HORAIRES_VENDREDI;HORAIRES_SAMEDI;HORAIRES_DIMANCHE;LATITUDE;LONGITUDE
764;JARDIN DE L'AVENUE FOCH - PELOUSE 02;Promenades ouvertes;39.218986;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8721912499;2.27649486391
765;HIPPODROME D'AUTEUIL, PELOUSE A;Promenades ouvertes;1.5902550000000002;3  ROUTE D' AUTEUIL AUX LACS;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8506792331;2.25616449293
766;PROMENADE AMALIA RODRIGUES;Promenades ouvertes;17.251692;2 BD ALGERIE;75019;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8815005505;2.40049162854
767;JARDIN DU RANELAGH;Promenades ouvertes;41.149112;22   CHAUSSEE DE LA MUETTE;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
768;;;;;;;;;;;;;;;;;
769;JARDINET MADELEINE DE SCUDERY;Promenades ouvertes;0.402999;3 RUE OISEAUX;75003;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.862993088;2.36178231594
770;SQUARE PAUL LANGEVIN;Promenades ouvertes;61.57374;19 B RUE ECOLES;75005;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8478460012;2.35013793395
771;Square GRYNBERG;Promenades ouvertes;10.253431;2 RUE FERNAND LEGER;75020;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.863646049;2.38915577244
772;Bois de Vincennes;Bois;17.424781;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8190366321;2.44664767301
773;Bois de Vincennes;Bois;64.67372999999999;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8240511616;2.44231817968
774;SQUARE RESTIF DE LA BRETONNE;Promenades ouvertes;52.995639000000004;2 RUE BUCHERIE;75005;;Non;Non;;;;;;;;48.8514985526;2.34927918013
775;JARDIN DE L'ECOLE POLYTECHNIQUE;Promenades ouvertes;14.029419;11 RUE DESCARTES;75005;;Non;Non;;;;;;;;48.8468870469;2.34953886887
776;SQUARE FROT-PHALSBOURG;Promenades ouvertes;0.626812;13 CITE PHALSBOURG;75011;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8558907709;2.38556318265
777;SQUARE DE JESSAINT;Promenades ouvertes;62.051297000000005;21 PL CHAPELLE;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8846746494;2.35864793258
778;JARDIN DES TUILERIES;Jardins d'Etat;18.74214;;75001;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8637050296;2.32683312085
779;Restaurant du Plateau de Gravelle;Bois;30.238889;9 w Route du Pesage;75012;;Non;Non;;;;;;;;48.8201137898;2.44403068877
780;Quartier de travail Hippodrome de Vincennes;Bois;8.450658;Route du Pesage;75012;;Non;Non;;;;;;;;48.823956008;2.44505767152
781;INSEP;Bois;10.805588;Avenue du Tremblay;75012;;Non;Non;;;;;;;;48.8326467385;2.45197781624
782;SQUARE D'AJACCIO;Promenades ouvertes;60.347664;127 RUE GRENELLE;75007;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8574888593;2.31461067298
783;SQUARE JULIETTE DODU;Promenades ouvertes;19.247249999999998;14 RUE JULIETTE DODU;75010;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8755340894;2.36946181189
784;SQUARE JEAN ALLEMANE;Promenades ouvertes;55.438633;9 RUE BELFORT;75011;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8566818637;2.383437288
785;SQUARE MARIUS CONSTANT;Promenades ouvertes;35.162679999999995;8 RUE ORTOLAN;75005;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8433796939;2.3504413952
786;SEPE;Bois;15.565487000000001;26 Route du Champ Manoeuvres;75012;;Non;Non;;;;;;;;48.835066308;2.44636599566
787;La Grande Cascade;Bois;34.962238;Allée de Longchamp;75016;;Non;Non;;;;;;;;48.8626505907;2.24040861036
788;Le Bosquet;Bois;2.1106260000000003;Parc Floral;75012;;Non;Non;;;;;;;;48.8395748133;2.44399539802
789;Carrière hippique;Bois;0.0;Route de la Pyramide;75012;;Non;Non;;;;;;;;48.8302211639;2.4486468323
790;JARDIN ELISABETH BOSELLI;Promenades ouvertes;10.0;34 BOULEVARD VICTOR;75015;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8335921988;2.28492792385
791;JARDIN DU PORT DE L'ARSENAL;Promenades ouvertes;7.365099;11 BD BASTILLE;75012;Ouvert;Non;Non;08:00 - 22:00;08:00 - 22:00;08:00 - 22:00;08:00 - 22:00;08:00 - 22:00;09:00 - 22:00;09:00 - 22:00;48.8498284379;2.36801758869
792;JARDIN BERTHE MORISOT;Promenades ouvertes;21.126378000000003;34 RUE DESSOUS BERGES;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8260722714;2.37510360877
793;SQUARE DE L'ASPIRANT DUNAND;Promenades ouvertes;51.510197999999995;20 RUE SAILLARD;75014;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8320130044;2.32626692769
794;Jardin curial;Promenades ouvertes;1.3986180000000001;94 RUE CURIAL;75019;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8957913899;2.37658552938
795;SQUARE MONSEIGNEUR MAILLET;Promenades ouvertes;36.176486000000004;2 PL FETES;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8769880319;2.39326972464
796;PROMENADE PC 13 - POTERNE DES PEUPLIERS;Promenades ouvertes;60.00000000000001;34 BOULEVARD KELLERMANN;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8213640933;2.35318187717
797;JARDIN DE LA FONDATION D'AUTEUIL;Promenades ouvertes;46.725156;40 RUE JEAN FONTAINE;75016;Ouvert;Non;Non;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;48.8515870939;2.27160040023
798;JARDIN CATHERINE LABOURE;Promenades ouvertes;8.590446;29 RUE BABYLONE;75007;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8511200957;2.32050753179
799;SQUARE ARISTIDE CAVAILLE-COLL;Promenades ouvertes;9.117042999999999;8 PL FRANZ LISZT;75010;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8783177672;2.35174369059
800;Bois de Boulogne;Bois;24.713333000000002;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8631823085;2.23820344935
801;SQUARE DE L'AMERIQUE LATINE;Promenades ouvertes;53.23067;8 PL PORTE CHAMPERRET;75017;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8861158731;2.29005181528
802;Bois de Vincennes;Bois;64.422634;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8246216144;2.4401763581
803;PROMENADE BERNARD LAFAY - A6;Promenades ouvertes;47.180741;5 AV PORTE CHAMPERRET;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8854226775;2.28646461366
804;JARDIN DE LA RUE DES COURONNES;Promenades ouvertes;52.823115;73 RUE COURONNES;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8707809836;2.38764138868
805;JARDINS DE LA PORTE DE SAINT CLOUD;Promenades ouvertes;38.730066;38 AV FERDINAND BUISSON;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
806;;;;;;;;;;;;;;;;;
807;;;;;;;;;;;;;;;;;
808;Bois de Vincennes;Bois;49.054074;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8269339433;2.42202434584
809;Bois de Vincennes;Bois;34.637279;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8264510016;2.40852429323
810;SQUARE BOUCICAUT;Promenades ouvertes;42.956048;1 RUE BABYLONE;75007;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8513703587;2.32576186168
811;SQUARE HELOISE ET ABELARD;Promenades ouvertes;35.911526;22 RUE PIERRE GOURDAULT;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8313838058;2.37011726293
812;JARDIN DU GYMNASE ALICE MILLIAT;Promenades ouvertes;30.185381;11 C RUE ALESIA;75014;;Non;Non;;;;;;;;48.8269654139;2.33546808485
813;SQUARE MAURICE GARDETTE;Promenades ouvertes;49.432815000000005;2 RUE GENERAL BLAISE;75011;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8616816053;2.3790740442
814;SQUARE JULES FERRY;Promenades ouvertes;53.868183;1   BOULEVARD JULES FERRY;75011;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8677242734;2.36812078072
815;JARDINET DU PASSAGE DES ABBESSES;Jardinets décoratifs;1.839983;10   PASSAGE DES ABBESSES;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8852581011;2.33855796387
816;CIMETIERE DE BELLEVILLE;Cimetières;16.084391;40, rue du Télégraphe;75020;Fermé;Non;Non;;;;;;;;48.8748548784;2.4002981322
817;PARC DE BAGATELLE;Promenades ouvertes;33.652749;1 X ROUTE DE SEVRES A NEUILLY;75016;Ouvert;Non;Non;09:30 - 18:30;09:30 - 18:30;09:30 - 18:30;09:30 - 18:30;09:30 - 18:30;09:30 - 18:30;09:30 - 18:30;;
818;;;;;;;;;;;;;;;;;
819;JARDIN INSOLITE;Promenades ouvertes;2.735601;2  CARREFOUR DE LA PYRAMIDE;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;48.8359607439;2.44670254863
820;JARDIN D'IMMEUBLES ALBERT BARTHOLOME - BRANCION;Promenades ouvertes;34.34786;32 AV ALBERT BARTHOLOME;75015;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8279481413;2.29693043012
821;PROMENADE D'AUSTRALIE 15E;Promenades ouvertes;11.516945;74   QUAI BRANLY;75015;;Oui;Non;;;;;;;;48.8563644731;2.28970581415
822;JARDIN DU CLOITRE;Promenades ouvertes;18.683809999999998;55 RUE VERCINGETORIX;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8360514188;2.31742321037
823;SQUARE SANTIAGO DU CHILI;Promenades ouvertes;52.605258;1 PL SALVADOR ALLENDE;75007;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8574758658;2.31091868388
824;SQUARE DE L'ILE DE FRANCE;Promenades ouvertes;0.7542639999999999;1 QU ARCHEVECHE;75004;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.85199062;2.35222471823
825;Bois de Vincennes;Bois;76.629278;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.83052046;2.42163641654
826;Bois de Vincennes;Bois;95.748133;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8273614906;2.44156431751
827;SQUARE ROBERT MONTAGNE;Promenades ouvertes;40.951575;10 B RUE LARREY;75005;;Non;Non;;;;;;;;48.8422833573;2.35400703972
828;SQUARE OZANAM;Promenades ouvertes;52.967796;91 B BD MONTPARNASSE;75006;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8433411078;2.32743071795
829;SQUARE DAMPIERRE - ROUVET;Promenades ouvertes;34.200978;6 RUE DAMPIERRE;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8939964179;2.38408485541
830;JARDIN DU MUSÉE DU QUAI BRANLY;Jardins grandes institutions;16.544564;;75007;;Non;Non;;;;;;;;48.8610660941;2.29812347636
831;PARC DE LA VILLETTE;Jardins d'Etat;26.614466000000004;;75019;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8930201763;2.38990977895
832;CIMETIÈRE DE GENTILLY;Cimetières non parisiens;4.383219;;75013;;Non;Non;;;;;;;;48.8186022723;2.35002961379
833;Hippodrome d'Auteuil;Bois;7.020606;Route d'Auteuil aux Lacs;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;
834;;;;;;;;;;;;;;;;;
835;SQUARE DE L'AVENUE CAFFIERI;Promenades ouvertes;8.566955;11 AV CAFFIERI;75013;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8198640369;2.35130010162
836;Jeu de Boules Saint James;Bois;66.581209;Route de la Muette à Neuilly;75016;;Non;Non;;;;;;;;48.8776563382;2.25872887833
837;Le Chalet de la Croix Catelan;Bois;22.148070999999998;Route de Suresnes;75016;;Non;Non;;;;;;;;48.8670083428;2.25440539692
838;Chalet de vente n° 2 Jeu de Boules de Saint-Mandé;Bois;85.398023;23 w Route du Lac de Saint Mandé;75012;;Non;Non;;;;;;;;48.8384434119;2.42278379406
839;Les Magnolias;Bois;13.630687;Parc Floral;75012;;Non;Non;;;;;;;;48.8375778364;2.44448606231
840;SQUARE FERNAND FOUREAU;Promenades ouvertes;3.0942670000000003;2 AV PORTE VINCENNES;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.846482767;2.41165045514
841;PARC GEORGES BRASSENS;Promenades ouvertes;36.201754;2 PL JACQUES MARETTE;75015;Ouvert;Non;Oui;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;
842;;;;;;;;;;;;;;;;;
843;Pelouse de la Muette;Bois;6.255828000000001;30 w Chemin de Ceinture du Lac Inférieur;75016;;Non;Non;;;;;;;;48.8642020796;2.26438517971
844;Bois de Boulogne;Bois;2.232487;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8643798177;2.23450563984
845;SQUARE CASTAGNARY - BESSIN;Promenades ouvertes;60.00000000000001;3 RUE DU BOCAGE;75015;Ouvert;Non;Non;08:30 - 18:00;08:30 - 18:00;08:30 - 18:00;08:30 - 18:00;08:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8306412275;2.30545023366
846;JARDIN CHRISTIANE DESROCHES NOBLECOURT;Promenades ouvertes;46.834482;1 AV ADRIEN HEBRARD;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8530259676;2.27054479584
847;PROMENADE BERNARD LAFAY - C2;Promenades ouvertes;32.883124;4 RUE RAYMOND PITET;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8903117563;2.29788778972
848;SQUARE ROGER STEPHANE;Promenades ouvertes;24.145789;7 RUE RECAMIER;75007;;Non;Non;;;;;;;;48.8527674316;2.32801395566
849;Bois de Boulogne;Bois;82.282848;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
850;;;;;;;;;;;;;;;;;
851;Bois de Boulogne;Bois;56.632974999999995;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8748351224;2.27418453326
852;Bois de Boulogne;Bois;48.570772;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8776443962;2.27383040183
853;Bois de Boulogne;Bois;43.192764;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.859947578;2.22775452724
854;Bois de Boulogne;Bois;70.598573;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8616837812;2.24347800801
855;JARDIN DU VER TETU;Promenades ouvertes;10.0;10 RUE COLETTE MAGNY;75019;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8952411632;2.37743105144
856;PROMENADE PEREIRE - MARECHAL JUIN;Promenades ouvertes;2.2349930000000002;7 PL MARECHAL JUIN;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8842298845;2.29585814677
857;JARDIN DE LA RUE GINETTE NEVEU;Promenades ouvertes;22.903063000000003;21 RUE GINETTE NEVEU;75018;Ouvert;Non;Non;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;09:00 - 17:30;09:00 - 17:30;48.8999960455;2.34524108044
858;Bois de Vincennes;Bois;51.81623400000001;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8343031556;2.44499114922
859;Bois de Vincennes;Bois;60.82934;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8392862264;2.46480742069
860;Bois de Vincennes;Bois;96.37194;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8207596612;2.43774597111
861;SQUARE RUE PETIT;Promenades ouvertes;27.752253999999997;25 RUE PETIT;75019;;Non;Non;;;;;;;;48.8850630335;2.38207276078
862;SQUARE DE LA MARSEILLAISE;Promenades ouvertes;32.082268;7 RUE MARSEILLAISE;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8872938718;2.39762557161
863;SQUARE JULES HENAFFE;Promenades ouvertes;10.375341;1 PL JULES HENAFFE;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8237931092;2.33124710309
864;Bois de Vincennes;Bois;72.962444;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8284029697;2.42512000843
865;Bois de Vincennes;Bois;71.06437700000001;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8182291083;2.44644750161
866;Bois de Vincennes;Bois;72.78591300000001;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8262931981;2.46374828428
867;Bois de Vincennes;Bois;37.567103;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8257295611;2.41362023433
868;PROMENADE PC 12 - CHARENTON - DAUMESNIL;Promenades ouvertes;60.00000000000001;331 RUE DE CHARENTON;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8341408332;2.40135887159
869;PROMENADE PC 14 - JEAN MOULIN - DIDOT;Promenades ouvertes;60.00000000000001;60 AVENUE JEAN MOULIN;75014;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8263863624;2.31771532898
870;SQUARE GEORGES LAMARQUE;Promenades ouvertes;29.242718;1 RUE FROIDEVAUX;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8347500497;2.33060747402
871;Square de la Salamandre;Promenades ouvertes;58.947784000000006;16 X SQ SALAMANDRE;75020;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8579645329;2.40612054881
872;Manège du Jeu de boules de St Mandé;Bois;0.0;15 x Route du Lac de Saint Mandé;75012;;Non;Non;;;;;;;;48.8386235147;2.42221424745
873;Bois de Vincennes;Bois;42.548036;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8283938648;2.4575648722
874;JARDINET DE LA PLACE D'ITALIE OUEST;Jardinets décoratifs;4.952335;4 V PLACE D' ITALIE;75013;;Non;Non;;;;;;;;48.8316989733;2.35468116432
875;SQUARE ROLAND DORGELES;Jardinets décoratifs;41.83477;25   RUE DES SAULES;75018;;Non;Non;;;;;;;;48.8884828402;2.339568064
876;PLATE-BANDE DE LA PLACE DE LA BATAILLE DE STALINGRAD;Jardinets décoratifs;33.781485;4 Q PLACE DE LA BATAILLE DE STALINGRAD;75019;;Non;Non;;;;;;;;48.8836560894;2.36994224285
877;JARDINIERES ANGLES DES RUES DAUMESNIL - CHARENTON;Décorations sur la voie publique;51.152707;197 BIS RUE DE CHARENTON;75012;;Non;Non;;;;;;;;48.8424068551;2.38590492609
878;JARDIN DE LA MAISON DE BALZAC;Jardins privatifs;5.686505;47   RUE RAYNOUARD;75016;;Non;Non;;;;;;;;48.8551661789;2.28075191023
879;JARDIN DU PASSAGE DE L'HOTEL DE SENS;Promenades ouvertes;7.650314;8   RUE DES NONNAINS D HYERES;75004;Ouvert;Non;Non;08:00 - 18:20;08:00 - 18:20;08:00 - 18:20;08:00 - 18:20;08:00 - 18:20;09:00 - 18:20;09:00 - 18:20;48.8538208859;2.35871327234
