ID;NOM;TYPE;PROP_VEGE_HAUTE;ADRESSE;ARRONDISSEMENT;OUVERTURE;OUVERTURE_24H;OUVERTURE_CANICULE;HORAIRES_LUNDI;HORAIRES_MARDI;HORAIRES_MERCREDI;HORAIRES_JEUDI;HORAIRES_VENDREDI;HORAIRES_SAMEDI;HORAIRES_DIMANCHE;LATITUDE;LONGITUDE
255;Bois de Vincennes;Bois;32.157947;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8302542701;2.44222603012
256;CIMETIERE DE LA VILLETTE;Cimetières;34.349795;46, rue d’Hautpoul;75019;Fermé;Non;Non;;;;;;;;48.8847234084;2.38900601783
257;JARDIN DE LA PLACE DU TROCADERO ET DU ONZE NOVEMBRE;Promenades ouvertes;16.607075000000002;10   PLACE DU TROCADERO ET DU ONZE NOVEMBRE;75016;;Oui;Non;;;;;;;;48.8629950637;2.28712780221
258;ESPLANADE HABIB BOURGUIBA;Promenades ouvertes;31.625118;2 ESPL HABIB BOURGUIBA;75007;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
259;;;;;;;;;;;;;;;;;
260;JARDIN DE L'AVENUE FOCH - PELOUSE 20;Promenades ouvertes;42.233648;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8717056578;2.27860616553
261;JARDIN DE L'AVENUE FOCH - PELOUSE 11;Promenades ouvertes;30.227939;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
262;;;;;;;;;;;;;;;;;
263;SQUARE DE L'ABBE LEMIRE;Promenades ouvertes;34.446515;36 RUE ALAIN;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.835249513;2.31458984798
264;SQUARE DE LA PLACE ETIENNE PERNET;Promenades ouvertes;88.289772;30 PL ETIENNE PERNET;75015;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8428667079;2.29230007266
265;SQUARE GEORGES CAIN;Promenades ouvertes;33.364821;8 RUE PAYENNE;75003;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8580501966;2.36275794354
266;SQUARE JEAN XXIII;Promenades ouvertes;7.031598;2 QU ARCHEVECHE;75004;Fermé;Non;Non;08:00 - 17:45;08:00 - 17:45;08:00 - 17:45;08:00 - 17:45;08:00 - 17:45;09:00 - 17:45;09:00 - 17:45;48.8523947023;2.35080506566
267;SQUARE SAINT-MEDARD;Promenades ouvertes;59.585803999999996;34 RUE CENSIER;75005;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8397237745;2.35048393037
268;SQUARE FELIX DESRUELLES;Promenades ouvertes;31.450719999999997;168 B BD SAINT GERMAIN;75006;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8537145565;2.33459814897
269;SQUARE JULES VERNE;Promenades ouvertes;5.568178;19 RUE ORILLON;75011;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8702579408;2.37508109756
270;L'Orée du Bois;Bois;15.252946000000001;Boulevard Maillot;75016;;Non;Non;;;;;;;;48.8775888219;2.27874924437
271;Camping du Bois de Boulogne;Bois;46.156889;Allée du Bord de l'Eau;75016;;Non;Non;;;;;;;;48.8696532167;2.23640927785
272;JARDIN FEDERICA MONTSENY;Promenades ouvertes;0.0;2 V PL LOUIS ARMSTRONG;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.836153725;2.35989249399
273;SQUARE DU DOCTEUR CALMETTE;Promenades ouvertes;44.883619;35 AV ALBERT BARTHOLOME;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8287025156;2.29780110445
274;Bois de Boulogne;Bois;15.373038;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8668974927;2.24146685475
275;JARDIN FRANCOISE MALLET-JORIS;Promenades ouvertes;10.0;11 RUE ALPHONSE BOUDARD;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8317058467;2.37363714466
276;JARDIN PROMENADE CESARIA EVORA;Promenades ouvertes;10.0;2 RUE CESARIA EVORA;75019;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8976351767;2.3772125994
277;SQUARE DU MOULIN DE LA VIERGE;Promenades ouvertes;7.838439999999999;125 RUE VERCINGETORIX;75014;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8335659681;2.31364134627
278;SQUARE YVES KLEIN;Promenades ouvertes;45.168783000000005;24 RUE CAMPAGNE 1ERE;75014;;Non;Non;;;;;;;;48.8390737295;2.33112462915
279;Bois de Vincennes;Bois;20.880145;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8427474934;2.43790341134
280;JARDIN FRIDA KAHLO;Promenades ouvertes;23.091199999999997;18 RUE NOISY SEC;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8720656366;2.41292421473
281;JARDIN DE L'AVENUE FOCH - PELOUSE 06;Promenades ouvertes;37.393411;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
282;;;;;;;;;;;;;;;;;
283;SQUARE DE LA RUE HENRI HUCHARD;Promenades ouvertes;10.246553;36 AV PORTE SAINT OUEN;75018;Ouvert;Non;Non;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;09:00 - 17:30;09:00 - 17:30;48.8997672032;2.33082511594
284;Bois de Vincennes;Bois;60.212107;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8401855022;2.43107510427
285;Bois de Vincennes;Bois;52.953503999999995;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
286;;;;;;;;;;;;;;;;;
287;Bois de Vincennes;Bois;58.808943;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8448295864;2.44111018065
288;JARDIN CLEMENCE-ANNICK BURGARD;Promenades ouvertes;10.7151;49 RUE PIERRE REBIERE;75017;;Non;Non;;;;;;;;48.8970402862;2.31790775319
289;SQUARE MARCEL MOULOUDJI;Promenades ouvertes;68.033396;12 RUE PIERRE REVERDY;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8854039116;2.37717554017
290;SQUARE EUGENIE COTTON;Promenades ouvertes;33.296475;60 RUE COMPANS;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8785812739;2.39356088357
291;Jardin des rues Maronites-Pressoir;Promenades ouvertes;0.029123000000000003;3 RUE PRESSOIR;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8683800859;2.38362350047
292;SQUARE JACQUES ANTOINE;Promenades ouvertes;21.863329;2 M PL DENFERT ROCHEREAU;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8347396458;2.33182890059
293;SQUARE ELISA BOREY;Promenades ouvertes;6.159657999999999;3 RUE ELISA BOREY;75020;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8665970756;2.39022146181
294;Bois de Vincennes;Bois;89.56020500000001;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8272173316;2.42745515535
295;Bois de Vincennes;Bois;29.506441;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8258887996;2.41810811748
296;Bois de Vincennes;Bois;71.221226;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8250070747;2.43072133179
297;Bois de Vincennes;Bois;72.42792100000001;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8289515508;2.42055549539
298;SQUARE CARNOT;Promenades ouvertes;26.666767000000004;3  ESPLANADE SAINT-LOUIS;75012;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8396808139;2.43329232934
299;SQUARE DU SERGENT AURELIE-SALEL;Promenades ouvertes;62.948828;13 RUE SORBIER;75020;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8670402058;2.39164263645
300;SQUARE DE LA PORTE DE LA PLAINE;Promenades ouvertes;22.724234000000003;16 RUE GENERAL GUILLAUMAT;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8286192388;2.29300892494
301;Bois de Vincennes;Bois;46.347117;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8296110934;2.40661348191
302;PARC CHAPELLE CHARBON;Promenades ouvertes;30.000000000000004;rue de la Croix Moreau;75018;Ouvert;;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8967057671;2.36556411459
303;Les Bosquettes Hippodrome/St Cloud;Bois;39.653655;22 x Avenue de Saint Cloud;75016;;Non;Non;;;;;;;;48.8580459419;2.25506038611
304;JARDINET BRUNE VERCINGETORIX;Jardinets décoratifs;15.694292;3   BOULEVARD BRUNE;75014;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8282474214;2.30534998678
305;CIMETIERE DU NORD DIT DE MONTMARTRE;Cimetières;43.032011000000004;20, avenue Rachel;75018;Ouvert;Non;Non;08:00 - 12:00;08:00 - 12:00;08:00 - 12:00;08:00 - 12:00;08:00 - 12:00;08:30 - 12:00;09:00 - 12:00;48.8875690147;2.33027869951
306;PROMENADE BERNARD LAFAY - B2;Promenades ouvertes;42.050644;8   BOULEVARD DE REIMS;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.888377529;2.29136373293
307;PROMENADE PC 15 - BALARD - DESNOUETTES - SERRES;Promenades ouvertes;42.429410000000004;66 Z RUE LEBLANC;75015;Ouvert;Non;Non;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;09:30 - 18:00;09:30 - 18:00;48.8350835252;2.2837073576
308;PROMENADE DU COURS ALBERT 1ER;Promenades ouvertes;11.984628;5 X COUR ALBERT IER;75008;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8643460113;2.30667375201
309;JARDIN PAUL BOURGET;Promenades ouvertes;39.836222;1 RUE PAUL BOURGET;75013;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8172364901;2.35812078668
310;JARDIN DE L'AVENUE FOCH - PELOUSE 04;Promenades ouvertes;51.588623;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
311;;;;;;;;;;;;;;;;;
312;JARDIN DE L'AVENUE FOCH - PELOUSE 03;Promenades ouvertes;31.621375;10 AV FOCH;75116;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8722340969;2.27763795436
313;PROMENADE DE L'AVENUE DE BRETEUIL;Promenades ouvertes;0.704582;16 V ESPL SOUVENIR FRANCAIS;75007;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
314;;;;;;;;;;;;;;;;;
315;;;;;;;;;;;;;;;;;
316;;;;;;;;;;;;;;;;;
317;;;;;;;;;;;;;;;;;
318;JARDIN DE LA PLACE DE LA PORTE DE SAINT-CLOUD;Promenades ouvertes;1.3621050000000001;2 PL PORTE SAINT CLOUD;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8379378209;2.25697865549
319;JARDIN DES COMBATTANTS DE LA NUEVE;Promenades ouvertes;16.813485;2 PL HOTEL VILLE ESPLANADE LIBERATION;75004;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8557617669;2.35216311141
320;Centre Culturel de la Cartoucherie;Bois;23.017254;Route du Champ de Manoeuvre;75012;;Non;Non;;;;;;;;48.8355523172;2.44849049342
321;JARDIN DU GYMNASE ALICE MILLIAT;Promenades ouvertes;30.185381;11 C RUE D' ALESIA;75014;;Non;Non;;;;;;;;48.8269654139;2.33546808485
322;Manège Le Carrousel;Bois;28.610623;15 w Avenue de Bel Air;75012;;Non;Non;;;;;;;;48.8430797222;2.42115129514
323;Embarcadère Chalet des Iles;Bois;0.0;2 Chemin de Ceinture du Lac Inférieur;75016;;Non;Non;;;;;;;;48.8675897444;2.26499957117
324;SQUARE PAULY;Promenades ouvertes;33.24934;17 RUE PAULY;75014;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8304362639;2.31343520262
325;Bois de Boulogne;Bois;76.478632;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
326;;;;;;;;;;;;;;;;;
327;JARDIN DES PETITES RIGOLES;Promenades ouvertes;10.0;1 RUE FERNAND RAYNAUD;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8711495307;2.3915267074
328;SQUARE EMILE CHAUTEMPS;Promenades ouvertes;61.84630800000001;98 B BD SEBASTOPOL;75003;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.867164881;2.35381786802
329;Bois de Vincennes;Bois;39.959666999999996;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8334985885;2.40729651954
330;Bois de Boulogne;Bois;54.187556;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
331;;;;;;;;;;;;;;;;;
332;JARDIN DES ENFANTS DU VELODROME D'HIVER;Promenades ouvertes;10.0;5 RUE NELATON;75015;;Non;Non;;;;;;;;48.8535155519;2.2887378749
333;JARDIN MARY CASSAT;Promenades ouvertes;48.677744000000004;55 BD PICPUS;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8459946478;2.40092026087
334;SQUARE PAUL ROBIN;Promenades ouvertes;47.765088;10 PL HEBERT;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8936424248;2.36337669309
335;SQUARE DES EPINETTES;Promenades ouvertes;57.80456900000001;9 RUE MARIA DERAISMES;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8943656657;2.32655558299
336;Bois de Vincennes;Bois;24.314237;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8364405986;2.45349314657
337;Bois de Vincennes;Bois;50.755802;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8441940273;2.44537302298
338;Bois de Vincennes;Bois;48.315746;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8247094959;2.46427602463
339;Square des rue des Orteaux et Croix Saint Simon;Promenades ouvertes;6.774948;108 RUE ORTEAUX;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8553720431;2.40936893301
340;JARDIN RUE SERPOLLET BD DAVOUT;Promenades ouvertes;38.053996;1 RUE SERPOLLET;75020;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8608365407;2.40990995699
341;SQUARE DE LA PAIX;Promenades ouvertes;15.783704000000002;128 RUE LAGNY;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8487839147;2.41582504862
342;Square des Grès;Promenades ouvertes;14.200474;57 RUE VITRUVE;75020;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8595598113;2.4061977026
343;Bois de Vincennes;Bois;76.682297;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8266641257;2.42439050183
344;JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN DES ECOLES;Promenades ouvertes;2.86508;22 RUE THOMAS MANN;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8300579376;2.37961099901
345;Porte Jaune;Bois;47.752583;Avenue de Nogent;75012;;Non;Non;;;;;;;;48.8382204149;2.45903191388
346;Quartier Carnot;Bois;5.073178;Esplanade Saint Louis;75012;;Non;Non;;;;;;;;48.8377064318;2.4338819438
347;PARC DES BUTTES CHAUMONT;Promenades ouvertes;60.00000000000001;;75019;Ouvert;Non;Non;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;48.8800392639;2.38289925126
348;JARDINET DE LA PLACE DE FONTENOY;Jardinets décoratifs;26.855038000000004;3   PLACE DE FONTENOY;75007;;Non;Non;;;;;;;;48.850605809;2.30644864846
349;JARDINET DE LA PLACE SAINT-ESTEPHE;Jardinets décoratifs;50.233467;102   QUAI DE BERCY;75012;;Non;Non;;;;;;;;48.8312445937;2.38605561979
350;JARDINET DE LA PLACE JACQUES BAINVILLE;Jardinets décoratifs;78.675335;2   PLACE JACQUES BAINVILLE;75007;;Non;Non;;;;;;;;48.8585959312;2.32243085825
351;JARDINIERES DE LA RUE SERGE PROKOFIEV;Décorations sur la voie publique;10.344539;1   RUE SERGE PROKOFIEV;75016;;Non;Non;;;;;;;;48.8542132592;2.26839227644
352;ECOLE D'HORTICULTURE DU BREUIL ARBORETUM;Promenades ouvertes;39.406961;0   ROUTE DE LA PYRAMIDE;75012;;Non;Non;;;;;;;;;
353;;;;;;;;;;;;;;;;;
354;SQUARE DAUMESNIL;Promenades ouvertes;48.55224;29  ROUTE DE CEINTURE DU LAC DAUMESNIL;75012;;Non;Non;;;;;;;;48.8329398642;2.4139016565
355;PELOUSE DE SAINT CLOUD;Promenades ouvertes;7.452259;28 W AVENUE DE  SAINT CLOUD;75016;;Non;Non;;;;;;;;48.8563971592;2.25440753095
356;Jardin de l'îlot Riquet;Promenades ouvertes;24.921454;8 RUE DOCTEUR LAMAZE;75019;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8896521279;2.37342643137
357;JARDIN DE L'AVENUE FOCH - PELOUSE 18;Promenades ouvertes;35.948919000000004;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
358;;;;;;;;;;;;;;;;;
359;JARDIN DE L'EGLISE SAINT-JEAN-DENYS-BÜHLER;Promenades ouvertes;39.661916000000005;147 RUE GRENELLE;75007;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8573918553;2.30804362003
360;SQUARE LEO FERRE;Promenades ouvertes;0.13020600000000002;3 IMP DRUINOT;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8496830274;2.38060355761
361;SQUARE ALAIN BASHUNG;Promenades ouvertes;0.895852;16 RUE JESSAINT;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8853288477;2.35620182079
362;JARDIN DES FRANCS BOURGEOIS / RUE DES ROSIERS;Promenades ouvertes;16.785192000000002;35 RUE FRANCS BOURGEOIS;75004;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8573503547;2.36019348387
363;JARDIN CROMOT-DU BOURG;Promenades ouvertes;0.0;9 RUE CADET;75009;;Non;Non;;;;;;;;48.8750995159;2.3427469534
364;JARDIN DES ARTS;Promenades ouvertes;0.8311599999999999;18 RUE HOTEL VILLE;75004;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8541860078;2.35768730054
365;SQUARE EUGENE VARLIN;Promenades ouvertes;94.17456899999999;151 X QU JEMMAPES;75010;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8780835491;2.36589415254
366;JARDIN DU CARROUSEL;Jardins d'Etat;3.788763;;75001;;Non;Non;;;;;;;;48.8619212007;2.33248409207
367;CIMETIÈRE DE VALMY;Cimetières non parisiens;0.332372;;75012;;Non;Non;;;;;;;;48.8300248281;2.39919365741
368;Blockhaus Maunoury;Bois;0.0;Avenue de Saint-Cloud;75016;;Non;Non;;;;;;;;48.8621804345;2.26566198216
369;Fondation Vuitton;Bois;1.424825;Avenue du Mahatma Gandhi;75016;;Non;Non;;;;;;;;48.8767857994;2.26383987523
370;SQUARE SAINT-LAURENT;Promenades ouvertes;14.253169999999999;68 BD MAGENTA;75010;Ouvert;Non;Non;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;48.8745251758;2.35817194002
371;JARDIN D'IMMEUBLES CHOISY - CAILLAUX;Promenades ouvertes;1.591267;1 RUE CAILLAUX;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8226640039;2.36225798691
372;JARDIN JAMES JOYCE;Promenades ouvertes;25.337309999999995;7 RUE GEORGE BALANCHINE;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8359961623;2.3736442619
373;Chalet de vente Croix Rouge;Bois;23.045461;13 w Route de Ceinture du Lac Daumesnil;75012;;Non;Non;;;;;;;;48.8310370398;2.40863491671
374;Stades de Joinville;Bois;6.70225;Avenue des Canadiens;75012;;Non;Non;;;;;;;;48.818499022;2.45938375317
