ID;TYPE;MODELE;VOIE;COMMUNE;DISPONIBILITE;DEBUT_INDISPO;FIN_INDISPO;MOTIF_INDISPO;LATITUDE;LONGITUDE
888;FTNE_PETILLANTE;Fontaine pétillante;PLACE EDMOND MICHELET;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8599294841;2.35043426624
889;BORNE_FONTAINE;GHM Ronde;AVENUE LEDRU ROLLIN;PARIS 12EME ARRONDISSEMENT;NON;2017-09-26T04:00:00+02:00;;APP A RENOUVELER;48.8468823734;2.36964948806
890;BORNE_FONTAINE;GHM Ville de Paris;QUAI DE LA CORSE;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8558258279;2.34755098423
891;BORNE_FONTAINE;GHM Ville de Paris;AVENUE MATIGNON;PARIS 8EME ARRONDISSEMENT;OUI;;;;48.8694117619;2.31116371018
892;FONTAINE_ARCEAU;Fontaine Arceau;QUAI DE LA SEINE;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8862778385;2.37415765718
893;FONTAINE_ARCEAU;Fontaine Arceau;RUE D ASSAS;PARIS 6EME ARRONDISSEMENT;OUI;;;;48.8451485809;2.33223679263
894;FONTAINE_ARCEAU;Fontaine Arceau;RUE DU BUIS;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8474259109;2.26751007554
895;FONTAINE_ARCEAU;Fontaine Arceau;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8979405707;2.3784627074
896;FONTAINE_BOIS;Wallace Bois;ROUTE DE LA FERME;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8253246772;2.46064760755
897;FONTAINE_BOIS;Wallace Bois;AVENUE DES TRIBUNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8294465758;2.42374220489
898;FONTAINE_BOIS;Wallace Bois;ILE DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8315110753;2.41096101624
899;FONTAINE_BOIS;GHM Bois;AVENUE DE LA PTE DE SAINT OUEN;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8999056841;2.33058752696
900;FONTAINE_BOIS;Particulier;RUE BOINOD;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8941625725;2.35233630269
901;FONTAINE_BOIS;Salamandre;PLACE DE L ABBE G HENOCQUE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8238331395;2.35327837232
902;FONTAINE_BOIS;GHM Bois;RUE DES PYRENEES;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8699738943;2.39327153661
903;FONTAINE_BOIS;Ville de Paris Bois;PORTE DES SABLONS;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.878486349;2.27072188983
904;FONTAINE_BOIS;GHM Bois;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8370410461;2.38134051611
905;FONTAINE_BOIS;Particulier;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8859498068;2.36487940257
906;FONTAINE_BOIS;Wallace Bois;JARDIN MARCO POLO;PARIS 6EME ARRONDISSEMENT;NON;2020-09-30T04:00:00+02:00;2021-04-30T04:00:00+02:00;FERME DEMANDE TIERS;48.8424089189;2.33691261669
907;FONTAINE_BOIS;GHM Bois;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8280430267;2.36094332904
908;FONTAINE_BOIS;GHM Bois;RUE DE LA BONNE;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8873845488;2.34375385431
909;FONTAINE_BOIS;Ville de Paris Bois;CHEMIN CEINTURE LAC INFERIEUR;PARIS 16EME ARRONDISSEMENT;NON;2021-01-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;APP SANS EAU;48.8620788715;2.26167836903
910;FONTAINE_BOIS;Bayard D1;CITE DE PHALSBOURG;PARIS 11EME ARRONDISSEMENT;OUI;;;;48.8558071063;2.38541832166
911;FONTAINE_BOIS;GHM Bois;SQUARE GUSTAVE MESUREUR;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.833923645;2.36229154124
912;FONTAINE_BOIS;GHM Bois;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8372694023;2.25361338412
913;FONTAINE_BOIS;Bayard D1;RUE BLOMET;PARIS 15EME ARRONDISSEMENT;NON;2020-06-16T04:00:00+02:00;;FERME DEMANDE TIERS;48.8421336202;2.30579411572
914;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE FOCH;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8719466443;2.27955462292
915;FONTAINE_BOIS;Santa Cole Atlantida;PARC CLICHY BATIGNOLLES MARTIN LUTHER KING;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8909770554;2.31432884753
916;FONTAINE_BOIS;GHM Bois;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;48.8654174149;2.3162411246
917;FONTAINE_BOIS;GHM Bois;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8525927449;2.40913749761
918;FONTAINE_BOIS;GHM Bois;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;;FERMETURE HIVERNALE;48.8826356155;2.38527606349
919;FONTAINE_BOIS;Wallace Bois;ALLEE DES TERRASSES;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8393389851;2.44069456059
920;FONTAINE_BOIS;Ville de Paris Bois;CHEMIN DU PARC DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8606199694;2.40362339751
921;FONTAINE_BOIS;Wallace Bois;ROUTE DU GRAND MARECHAL;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8412946032;2.45641986288
922;FONTAINE_BOIS;;AVENUE TRANSVERSALE;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8977225286;2.31392823383
923;FONTAINE_BOIS;En brique;AVENUE DU MAINE;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8376643486;2.32347831794
924;FONTAINE_BOIS;;CHEMIN BERNARD;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8584242643;2.39656333504
925;FONTAINE_BOIS;;ROND POINT CASIMIR PERIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.860223647;2.39351765515
926;FONTAINE_BOIS;Bayard BF3;RUE CURIAL;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.895713804;2.37502189129
927;FONTAINE_BOIS;Metalco Fuente;RUE DE TANGER;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;;FERMETURE HIVERNALE;48.8867982075;2.37064892034
928;FONTAINE_BOIS;Santa Cole Atlantida;RUE EMILE BOLLAERT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;;FERMETURE HIVERNALE;48.8999320355;2.37605530438
929;FONTAINE_BOIS;GHM Bois;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;;FERMETURE HIVERNALE;48.8787139606;2.38064187501
930;FONTAINE_BOIS;GHM Bois;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8661661174;2.3999644192
931;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9041758765;2.41695035542
932;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7657150237;2.37197579349
933;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7642101549;2.37296781053
934;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7654239481;2.37748428534
935;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8128817428;2.36707257234
936;FONTNE_WALLACE;Caryatides;PLACE TRISTAN BERNARD;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8794837711;2.29115529599
937;FONTNE_WALLACE;Caryatides;PLACE DE LEVIS;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8835955199;2.31358286977
938;FONTNE_WALLACE;Caryatides;RUE DE L ABBE GROULT;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.835832159;2.30233977221
939;FONTNE_WALLACE;Caryatides;PLACE DU 18 JUIN 1940;PARIS 6EME ARRONDISSEMENT;OUI;;;;48.8441200346;2.32404683069
940;FONTNE_WALLACE;Caryatides;AVENUE REILLE;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8243797783;2.336117769
941;BORNE_FONTAINE;GHM Ville de Paris;RUE SORBIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8663444038;2.3921697053
942;FONTAINE_ARCEAU;Fontaine Arceau;RUE DE MAUBEUGE;PARIS 9EME ARRONDISSEMENT;OUI;;;;48.8793991359;2.34825250551
943;FONTAINE_ARCEAU;Fontaine Arceau;RUE TIQUETONNE;PARIS 2EME ARRONDISSEMENT;OUI;;;;48.8647428529;2.34597225083
944;FONTAINE_ARCEAU;Fontaine Arceau;RUE GEORGES THILL;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.886690151;2.38911076465
945;FONTAINE_ARCEAU;Fontaine Arceau;AVENUE DE SAINT MANDE;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8452363218;2.39805410758
946;FONTAINE_BOIS;GHM Bois;SQUARE LOUISE DE MARILLAC;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8846285267;2.36017470869
947;FONTAINE_BOIS;Particulier;QUAI SAINT BERNARD;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8483906083;2.35942670724
948;FONTAINE_BOIS;GHM Bois;SQUARE DU CARDINAL WYSZYNSKI;PARIS 14EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8363090286;2.31634749706
949;FONTAINE_BOIS;GHM Bois;SQUARE HELOISE ET ABELARD;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8314958618;2.37069194295
950;FONTAINE_BOIS;GHM Bois;RUE DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8704292113;2.39718423868
951;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PLACE D ITALIE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.831617415;2.35564485466
952;FONTAINE_BOIS;GHM Bois;RUE DES RECOLLETS;PARIS 10EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.875331065;2.36134804657
953;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE SAMUEL ROUSSEAU;PARIS 7EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8588734751;2.31960555562
954;FONTAINE_BOIS;Particulier;RUE POLONCEAU;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8857147544;2.3533780456
955;FONTAINE_BOIS;GHM Bois;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8807448512;2.38750825451
956;FONTAINE_BOIS;Ville de Paris Bois;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8706723538;2.24897262666
957;FONTAINE_BOIS;GHM Bois;SQUARE VAN VOLLENHOVEN;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8347806869;2.40625920721
958;FONTAINE_BOIS;GHM Bois;PASSAGE GATBOIS;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8443849807;2.37894844488
959;FONTAINE_BOIS;Particulier;RUE DE L ORILLON;PARIS 11EME ARRONDISSEMENT;OUI;;;;48.8700995651;2.37528315265
960;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE DU RANELAGH;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8590915785;2.27017234631
961;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE DE LA TOUR SAINT JACQUES;PARIS 4EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;;FERMETURE HIVERNALE;48.8580492506;2.34830499801
962;FONTAINE_BOIS;Santa Cole Atlantida;PARC CLICHY BATIGNOLLES MARTIN LUTHER KING;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8916471119;2.31425830225
963;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DE BOULOGNE A PASSY;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8520847457;2.25387505599
964;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8783920975;2.30718624845
965;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8785130022;2.30883225922
966;FONTAINE_BOIS;GHM Bois;SQUARE DE LA BUTTE DU CHAPEAU ROUGE;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8813324514;2.39996899969
967;FONTAINE_BOIS;Particulier;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;NON;2021-02-18T02:00:00+01:00;2021-04-30T04:00:00+02:00;APP A REPARER;48.8314116784;2.30110697322
968;FONTAINE_BOIS;Santa Cole Atlantida;RUE BRILLAT SAVARIN;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.821894498;2.34842723939
969;FONTAINE_BOIS;Wallace Bois;AVENUE DES MINIMES;PARIS 12EME ARRONDISSEMENT;NON;2021-03-05T02:00:00+01:00;2021-04-30T04:00:00+02:00;APP A REPARER;48.8382885166;2.44851741529
970;FONTAINE_BOIS;;AVENUE RACHEL;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8870443332;2.32885683512
971;FONTAINE_BOIS;;AVENUE RACHEL;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8879249401;2.33010159951
972;FONTAINE_BOIS;;AVENUE DE L OUEST;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8625433991;2.38800833809
973;FONTAINE_BOIS;;CHEMIN DI QUINCONCE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8618325826;2.39439788675
974;FONTAINE_BOIS;;AVENUE DES ACACIAS;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8590798884;2.39709816388
975;FONTAINE_BOIS;Ville de Paris Bois;SQUARE RACAN;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8504366384;2.2557637589
976;FONTAINE_BOIS;GHM Bois;PLACE RENE CASSIN;PARIS 1ER ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8628003826;2.3452765058
977;FONTAINE_BOIS;Particulier;RUE CURIAL;PARIS 19EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;;FERMETURE HIVERNALE;48.8955528903;2.37624455202
978;FONTAINE_BOIS;GHM Bois;AVENUE DES MARNES;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;;FERMETURE HIVERNALE;48.8789658521;2.37881616835
979;FONTAINE_BOIS;Santa Cole Atlantida;RUE BRILLAT SAVARIN;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8219558556;2.34918317892
980;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.762471018;2.38038451572
981;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7635580405;2.37612482021
982;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7626088925;2.37771945854
983;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9049071364;2.41524278126
984;FONTAINE_BOIS;;CIMETIERE PARISIEN DE LA CHAPELLE;SAINT-DENIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9023999387;2.36247366789
985;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8092757881;2.36665498188
986;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9094038776;2.34716859139
987;FONTNE_WALLACE;Caryatides;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8422606476;2.3861144131
988;FONTNE_WALLACE;Caryatides;AVENUE NIEL;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8798415103;2.29467076746
989;FONTNE_WALLACE;Caryatides;RUE SAINT ELEUTHERE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.886007575;2.34145103598
990;FONTNE_WALLACE;Caryatides;PLACE DE L ABBE JEAN LEBEUF;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8360464687;2.31892774373
991;FTNE_PETILLANTE;Fontaine pétillante;RUE GILBERT CESBRON;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.892433634;2.31213981269
992;FTNE_PETILLANTE;Fontaine pétillante;CHAUSSEE CHAUSSEE DE LA MUETTE;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8585893901;2.27130857093
993;BORNE_FONTAINE;BF Bayard;RUE SAINT CHARLES;PARIS 15EME ARRONDISSEMENT;NON;2019-08-23T04:00:00+02:00;;APP SIGNALE;48.8488997088;2.28758905364
994;FONTAINE_ARCEAU;Fontaine Arceau;QUAI D AUSTERLITZ;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8419357009;2.36762104986
995;FONTAINE_ARCEAU;Fontaine Arceau;BOULEVARD MURAT;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8370814866;2.25963529551
996;FONTAINE_ARCEAU;Fontaine Arceau;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;OUI;;;;48.8535184107;2.3703489692
997;FONTAINE_BOIS;Wallace Bois;ROUTE DE LA DAME BLANCHE;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8448659799;2.44180033644
998;FONTAINE_BOIS;Wallace Bois;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2020-09-30T04:00:00+02:00;;APP A REPARER;48.8314005774;2.41662715695
999;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE PAUL LANGEVIN;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8476228084;2.35066058965
1000;FONTAINE_BOIS;GHM Bois;PLACE DU PUITS DE L ERMITE;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8422387809;2.35398772779
1001;FONTAINE_BOIS;Particulier;RUE D ALLERAY;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8357683868;2.30849127478
1002;FONTAINE_BOIS;Particulier;RUE PLATON;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8376149313;2.31058110296
1003;FONTAINE_BOIS;GHM Bois;RUE VERCINGETORIX;PARIS 14EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;;48.8302103186;2.30827588938
1004;FONTAINE_BOIS;GHM Bois;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8352513743;2.38367037544
1005;FONTAINE_BOIS;GHM Bois;JARDIN DES SERRES D'AUTEUILS;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8471274755;2.25294482294
1006;FONTAINE_BOIS;Particulier;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8321420354;2.34859890424
1007;FONTAINE_BOIS;GHM Bois;RUE DES CLOYS;PARIS 18EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8924881611;2.33889743179
1008;FONTAINE_BOIS;Particulier;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8295579559;2.29818015286
1009;FONTAINE_BOIS;Particulier;AVENUE BOUTROUX;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8217449041;2.37597614602
1010;FONTAINE_BOIS;GHM Bois;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;;FERMETURE HIVERNALE;48.8813987672;2.38682256539
1011;FONTAINE_BOIS;GHM Bois;ALLEE DES ORGUES DE FLANDRE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;;FERMETURE HIVERNALE;48.8899028926;2.37366759259
1012;FONTAINE_BOIS;Bayard D1;RUE STEPHANE GRAPPELLI;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8919327123;2.30425280464
1013;FONTAINE_BOIS;GHM Bois;SQUARE NADAR;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8858417435;2.34216386671
1014;FONTAINE_BOIS;GHM Bois;RUE DE JESSAINT;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8851746437;2.35605748774
1015;FONTAINE_BOIS;GHM Bois;RUE BAYEN;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8822163175;2.29064428642
1016;FONTAINE_BOIS;Particulier;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;NON;2019-03-21T02:00:00+01:00;;APP A REPARER;48.8686599361;2.3127954525
1017;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8803532833;2.31123862365
1018;FONTAINE_BOIS;Bayard D1;BOULEVARD JULES FERRY;PARIS 11EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8674639599;2.36826162983
1019;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;48.8790646382;2.30636682332
1020;FONTAINE_BOIS;GHM Bois;RUE JACQUES DUCHESNE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;;FERMETURE HIVERNALE;48.8995510661;2.37536238274
1021;FONTAINE_BOIS;GHM Bois;SQUARE SARAH BERNHARDT;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8490584457;2.40354349903
1022;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DE LA MUETTE A NEUILLY;PARIS 16EME ARRONDISSEMENT;NON;2021-03-07T02:00:00+01:00;;APP A REPARER;48.8685813157;2.26514263047
