ID;TYPE;MODELE;VOIE;COMMUNE;DISPONIBILITE;DEBUT_INDISPO;FIN_INDISPO;MOTIF_INDISPO;LATITUDE;LONGITUDE
303;FONTAINE_BOIS;GHM Bois;SQUARE ALBERT SCHWEITZER;PARIS 4EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;;;48.8538006503;2.35776106304
304;FONTAINE_BOIS;Bayard D1;RUE DES BLANCS MANTEAUX;PARIS 4EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8587422908;2.35646275187
305;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8652068681;2.24908071742
306;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8790235616;2.31034150561
307;FONTAINE_BOIS;Santa Cole Atlantida;RUE DAMESME;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8212790749;2.35487714905
308;FONTAINE_BOIS;Particulier;SQUARE MARCEL MOULOUDJI;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;;FERMETURE HIVERNALE;48.8855986709;2.37740293432
309;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DE LA MUETTE A NEUILLY;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8796453968;2.25869336856
310;FONTAINE_BOIS;Ville de Paris Bois;AVENUE DE SAINT CLOUD;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8579150386;2.25482088607
311;FONTAINE_BOIS;GHM Bois;RUE VITRUVE;PARIS 20EME ARRONDISSEMENT;NON;2020-10-26T02:00:00+01:00;2021-03-30T04:00:00+02:00;FERME DEMANDE TIERS;48.8594531914;2.40634810653
312;FONTAINE_BOIS;GHM Bois;RUE DE LESSEPS;PARIS 20EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;INACCESSIBLE;48.8590473747;2.40042802758
313;FONTAINE_BOIS;GHM Bois;RUE DES CENDRIERS;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8660352055;2.38767757565
314;FONTAINE_BOIS;;CHEMIN SAINT NICOLAS;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8897487102;2.32908958895
315;FONTAINE_BOIS;;AVENUE CIRCULAIRE;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8967671564;2.31376039143
316;FONTAINE_BOIS;;AVENUE TRANSVERSALE;PARIS 14EME ARRONDISSEMENT;NON;2021-03-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;APP A REPARER;48.8387369461;2.32427762476
317;FONTAINE_BOIS;;AVENUE DES COMBATTANTS ETRANGERS MORTS POUR LA France;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.86329074;2.39687609139
318;FONTAINE_BOIS;;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8601266098;2.39851510254
319;FONTAINE_BOIS;Ville de Paris Bois;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8725126578;2.2490032301
320;FONTAINE_BOIS;GHM Bois;ALLEE DE FONTAINEBLEAU;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8858810738;2.39244282982
321;FONTAINE_BOIS;Bayard D1;RUE COMPANS;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8759027997;2.39446401955
322;FONTAINE_BOIS;GHM Bois;SQUARE GEORGES MELIES;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8405364506;2.40821800792
323;FONTAINE_BOIS;GHM Bois;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8706175833;2.38506326088
324;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8063942075;2.30639202641
325;FONTAINE_BOIS;GHM Bois;RUE DE PALI KAO;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8708800315;2.38306095737
326;FONTAINE_BOIS;Santa Cole Atlantida;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8970028648;2.36219529635
327;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;RUE SAINT FARGEAU;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8718814289;2.40553210327
328;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9089156495;2.34921339108
329;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9089359157;2.34579721398
330;FONTNE_WALLACE;Caryatides;AVENUE SIMON BOLIVAR;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8764602831;2.37932404247
331;FONTNE_WALLACE;Caryatides;AVENUE MARCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;48.8724880042;2.29644964304
332;FONTNE_WALLACE;Caryatides;PLACE JEAN DELAY;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8232782034;2.35424523967
333;FTNE_PETILLANTE;Fontaine pétillante;RUE GAZAN;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.821264284;2.3407610378
334;BORNE_FONTAINE;GHM Ville de Paris;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8553043095;2.34749885821
335;FONTAINE_ARCEAU;Fontaine Arceau;RUE DU BUISSON SAINT LOUIS;PARIS 10EME ARRONDISSEMENT;OUI;;;;48.8718468217;2.3724360046
336;FONTAINE_ARCEAU;Fontaine Arceau;RUE MONTMARTRE;PARIS 2EME ARRONDISSEMENT;OUI;;;;48.8669933961;2.34401764711
337;FONTAINE_ARCEAU;;AVENUE RENE COTY;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.829555276;2.33410694838
338;FONTAINE_BOIS;Wallace Bois;AVENUE DE GRAVELLE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8228703256;2.43156720401
339;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.85346752;2.30010111673
340;FONTAINE_BOIS;Particulier;PLACE DE LA GARENNE;PARIS 14EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8338139431;2.31980386633
341;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE DU TEMPLE;PARIS 3EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8640351971;2.3610034303
342;FONTAINE_BOIS;Bayard D1;SQUARE EMMANUEL FLEURY;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8705614766;2.41112977817
343;FONTAINE_BOIS;GHM Bois;RUE DE NAVARRE;PARIS 5EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8444784148;2.35309050801
344;FONTAINE_BOIS;Ville de Paris Bois;AVENUE DE L HIPPODROME;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8585164303;2.24464156814
345;FONTAINE_BOIS;Particulier;RUE D ALESIA;PARIS 14EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8319485882;2.31293134295
346;FONTAINE_BOIS;GHM Bois;SQUARE NECKER;PARIS 15EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8394555116;2.30623393281
347;FONTAINE_BOIS;Santa Cole Atlantida;RUE DES GRANDS MOULINS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8287641158;2.37903893964
348;FONTAINE_BOIS;GHM Bois;RUE DES CLOYS;PARIS 18EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8920324931;2.33922562465
349;FONTAINE_BOIS;Bayard BF3;AVENUE DE BRETEUIL;PARIS 7EME ARRONDISSEMENT;OUI;;;;48.8517594107;2.3119807434
350;FONTAINE_BOIS;GHM Bois;RUE EMILE DESLANDRES;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8345291698;2.34986704851
351;FONTAINE_BOIS;GHM Bois;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8276670883;2.36008548521
352;FONTAINE_BOIS;GHM Bois;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.827975738;2.36080308088
353;FONTAINE_BOIS;Particulier;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8895545319;2.36708725149
354;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DES MOULINS;PARIS 16EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8670491028;2.23998515679
355;FONTAINE_BOIS;Ville de Paris Bois;CHEMIN CEINTURE LAC INFERIEUR;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.862505137;2.25780714278
356;FONTAINE_BOIS;Particulier;RUE DURANTON;PARIS 15EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8409978842;2.28533216838
357;FONTAINE_BOIS;GHM Bois;RUE JEAN DE LA FONTAINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8516640762;2.27161364997
358;FONTAINE_BOIS;GHM Bois;SQUARE ALEX BISCARRE;PARIS 9EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8785756098;2.3368817136
359;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE MONTHOLON;PARIS 9EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8769123302;2.34664398662
360;FONTAINE_BOIS;Particulier;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8713169325;2.38568343948
361;FONTAINE_BOIS;GHM Bois;BOULEVARD DE L AMIRAL BRUIX;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8764871051;2.28177913691
362;FONTAINE_BOIS;Bayard D1;BOULEVARD DE LA SOMME;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8874521429;2.29302880049
363;FONTAINE_BOIS;GHM Bois;SQUARE SAINTE HELENE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8960848552;2.34336301329
364;FONTAINE_BOIS;Particulier;RUE DES POISSONNIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8950840789;2.35383028769
365;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8794343073;2.30959329429
366;FONTAINE_BOIS;GHM Bois;RUE EMILE BOLLAERT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;;FERMETURE HIVERNALE;48.8999298201;2.37311908005
367;FONTAINE_BOIS;GHM Bois;RUE LE VAU;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8661545687;2.40975580337
368;FONTAINE_BOIS;;AVENUE DES JARDINS;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8982927756;2.31962604633
369;FONTAINE_BOIS;;RUE SAINT JUST;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.898356165;2.31286217359
370;FONTAINE_BOIS;;BOULEVARD EDGAR QUINET;PARIS 14EME ARRONDISSEMENT;NON;2021-03-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;APP A REPARER;48.8383960734;2.32620146268
371;FONTAINE_BOIS;;AVENUE TRANSVERSALE 2;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8605661574;2.39675741015
372;FONTAINE_BOIS;;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8599996873;2.38946554543
373;FONTAINE_BOIS;Particulier;RUE DE LA MONTAGNE DE LA FAGE;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8408069088;2.27632058054
374;FONTAINE_BOIS;Particulier;RUE DE LA MONTAGNE DE LA FAGE;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8403574982;2.27587070677
375;FONTAINE_BOIS;Particulier;RUE DE LA CROIX NIVERT;PARIS 15EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8364698692;2.29024995376
376;FONTAINE_BOIS;GHM Bois;RUE DE LA REUNION;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8589344728;2.39903010605
377;FONTAINE_BOIS;Particulier;SQUARE DU CARDINAL WYSZYNSKI;PARIS 14EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8361832583;2.31585853999
378;FONTAINE_BOIS;Particulier;RUE DU CHALET;PARIS 10EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8739287863;2.37326694742
379;FONTAINE_BOIS;GHM Bois;RUE DE BAGNOLET;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8623767477;2.40687713331
380;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9055481791;2.40057981474
381;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9057494045;2.40205793969
382;FONTAINE_BOIS;GHM Bois;ALLEE BLAISE CENDRARS;PARIS 1ER ARRONDISSEMENT;OUI;;;;48.862094972;2.34373478187
383;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9091890116;2.40971479325
384;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9069155453;2.40674933517
385;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7625617305;2.37299065291
386;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7623529549;2.37876398905
387;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.903106649;2.41099566275
388;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9059808325;2.34883577059
389;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.904230193;2.35127311352
390;FONTNE_WALLACE;Caryatides;PLACE MAURICE CHEVALIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8683492296;2.38607146506
391;FONTNE_WALLACE;Caryatides;RUE DE L ESTRAPADE;PARIS 5EME ARRONDISSEMENT;OUI;;;;48.8445543255;2.34782783452
392;FONTNE_WALLACE;Caryatides;PLACE SAINT ANDRE DES ARTS;PARIS 6EME ARRONDISSEMENT;OUI;;;;48.8529185862;2.3431004388
393;FONTNE_WALLACE;Caryatides;RUE DE CHARENTON;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8410792807;2.38779902316
394;FONTNE_WALLACE;Caryatides;BOULEVARD SERURIER;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.877788909;2.40528826608
395;BORNE_FONTAINE;GHM Ronde;COURS DE VINCENNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.847449342;2.40490206601
396;BORNE_FONTAINE;GHM Ville de Paris;RUE FABERT;PARIS 7EME ARRONDISSEMENT;OUI;;;;48.8585998666;2.31166474908
397;BORNE_FONTAINE;GHM Ville de Paris;PLACE MARTIN NADAUD;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.864948989;2.39441706767
398;FONTAINE_ARCEAU;Fontaine Arceau;AVENUE DE LA PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8267365022;2.30448530775
399;FONTAINE_ARCEAU;Fontaine Arceau;AVENUE DE LA REPUBLIQUE;PARIS 11EME ARRONDISSEMENT;OUI;;;;48.8628716295;2.38657016629
400;FONTAINE_BOIS;Wallace Bois;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8347183121;2.41941897561
401;FONTAINE_BOIS;Ville de Paris Bois;CHEMIN CEINTURE LAC INFERIEUR;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8683681959;2.26237307586
402;FONTAINE_BOIS;Wallace Bois;ILE DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8325330061;2.41037281239
403;FONTAINE_BOIS;Wallace Bois;ROUTE DE LA MENAGERIE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8363717014;2.46974137475
404;FONTAINE_BOIS;GHM Bois;RUE DE CHATILLON;PARIS 14EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;APP SUR CHANTIER;48.827951799;2.3224961641
405;FONTAINE_BOIS;Particulier;JARDIN DU MUSEE DE CLUNY;PARIS 5EME ARRONDISSEMENT;OUI;;;;48.8507714253;2.34416377505
406;FONTAINE_BOIS;Particulier;RUE LA QUINTINIE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8372702517;2.30425248637
407;FONTAINE_BOIS;Ville de Paris Bois;CITE DEBERGUE;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8462981593;2.40464606944
408;FONTAINE_BOIS;Bayard D1;RUE DE TOCQUEVILLE;PARIS 17EME ARRONDISSEMENT;NON;2021-02-19T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERME DEMANDE TIERS;48.8867241414;2.3067212791
409;FONTAINE_BOIS;GHM Bois;BOULEVARD ARAGO;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8342958625;2.34255193903
410;FONTAINE_BOIS;Particulier;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8325462887;2.35037742708
411;FONTAINE_BOIS;GHM Bois;RUE GEORGE EASTMAN;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8289942669;2.35996406592
412;FONTAINE_BOIS;Ville de Paris Bois;CARREFOUR DE LONGCHAMP;PARIS 16EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8639616373;2.24113070159
413;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8697650716;2.27037812456
414;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE LAMARTINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8645412812;2.27486671183
415;FONTAINE_BOIS;GHM Bois;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8369297559;2.25491178679
416;FONTAINE_BOIS;Ville de Paris Bois;RUE DE L INDUSTRIE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8227344356;2.35760299438
417;FONTAINE_BOIS;GHM Bois;RUE DU COLONEL ROZANOFF;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8445894007;2.38756863931
418;FONTAINE_BOIS;GHM Bois;SQUARE M KRIEGEL VALRIMONT;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8933568639;2.34672671201
419;FONTAINE_BOIS;Bayard D1;CITE PROST;PARIS 11EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8523058574;2.38547604276
420;FONTAINE_BOIS;GHM Bois;JARDIN EMILE GALLE;PARIS 11EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8542557092;2.39079100859
421;FONTAINE_BOIS;Bayard D1;RUE EDGAR FAURE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8519532427;2.29489504716
422;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE DE LA TOUR SAINT JACQUES;PARIS 4EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8577255749;2.34925617234
423;FONTAINE_BOIS;GHM Bois;RUE CHARLES HERMITE;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8998866638;2.36649777436
424;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;48.8800586117;2.3093013174
425;FONTAINE_BOIS;GHM Bois;RUE DES AMANDIERS;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8635721139;2.38894378571
426;FONTAINE_BOIS;Particulier;RUE DES THERMOPYLES;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8319073389;2.31993451113
427;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE JEAN XXIII;PARIS 4EME ARRONDISSEMENT;NON;2019-05-02T04:00:00+02:00;;FERME DEMANDE TIERS;48.8527125352;2.34918539761
428;FONTAINE_BOIS;;RUE NORVINS;PARIS 18EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8875032418;2.33841463265
429;FONTAINE_BOIS;Ville de Paris Bois;CHEMIN SAN FERNANDO;PARIS 16EME ARRONDISSEMENT;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8626787865;2.28408531628
430;FONTAINE_BOIS;;AVENUE SAINT-CHARLES;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.886294202;2.32997104708
431;FONTAINE_BOIS;;AVENUE DE LA CROIX;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8868657211;2.33033935612
432;FONTAINE_BOIS;;RUE SAINT JUST;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8979976001;2.31886304663
433;FONTAINE_BOIS;;AVENUE TRANSVERSALE 2;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8618944093;2.39574128261
434;FONTAINE_BOIS;GHM Bois;BOULEVARD DE LA VILLETTE;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8735942612;2.37632876418
